timestamp,temperature,pressure,label
2025-02-01 00:00:00,200.794742644818,99.49148838157276,0
2025-02-01 00:01:00,199.7787771181261,99.45590306993938,0
2025-02-01 00:02:00,201.0363016609611,97.84522819284398,0
2025-02-01 00:03:00,202.43684777025285,99.60389176995828,0
2025-02-01 00:04:00,199.62535460044265,100.87939489818608,0
2025-02-01 00:05:00,199.6253808688813,98.47092145710783,0
2025-02-01 00:06:00,202.52674050481184,101.25817918126072,0
2025-02-01 00:07:00,201.22789556664463,100.5853297853012,0
2025-02-01 00:08:00,199.24884098250408,99.11892001363476,0
2025-02-01 00:09:00,200.86809606973756,99.8301644351946,0
2025-02-01 00:10:00,199.25853169150005,101.91798616916924,0
2025-02-01 00:11:00,199.2548323942876,100.88025737620704,0
2025-02-01 00:12:00,200.38713963450564,100.01054038587776,0
2025-02-01 00:13:00,196.93875160854756,99.71478001964682,0
2025-02-01 00:14:00,197.24013146797915,100.091930884542,0
2025-02-01 00:15:00,199.10033995321444,99.38588373046925,0
2025-02-01 00:16:00,198.3794702074649,97.4743005931372,0
2025-02-01 00:17:00,200.50279573215244,102.45061349264168,0
2025-02-01 00:18:00,198.54716147916605,100.18638999903928,0
2025-02-01 00:19:00,197.74031407786356,100.47777671814704,0
2025-02-01 00:20:00,202.34503803027448,99.9305107001477,0
2025-02-01 00:21:00,199.63875791922155,99.11785983913047,0
2025-02-01 00:22:00,200.10804512750067,99.77689062286149,0
2025-02-01 00:23:00,197.72040290205848,98.08072628536682,0
2025-02-01 00:24:00,199.1289876407597,102.73250379766397,0
2025-02-01 00:25:00,200.17747614353576,98.51858560189312,0
2025-02-01 00:26:00,198.15841027612436,98.7616404593834,0
2025-02-01 00:27:00,200.6011168293531,99.47168895473632,0
2025-02-01 00:28:00,199.0389780961299,101.54569086982283,0
2025-02-01 00:29:00,199.5332900003308,100.01741079911518,0
2025-02-01 00:30:00,199.03726942043295,98.51663704476344,0
2025-02-01 00:31:00,202.9636450952143,101.5052060329088,0
2025-02-01 00:32:00,199.9784044404193,100.87720075214256,0
2025-02-01 00:33:00,198.30766251367052,100.64612194865974,0
2025-02-01 00:34:00,201.3160718593651,100.858881089405,0
2025-02-01 00:35:00,198.0466501600464,102.87323428069894,0
2025-02-01 00:36:00,200.3341817520076,102.62211387404334,0
2025-02-01 00:37:00,196.86452780179235,99.17594158839604,0
2025-02-01 00:38:00,197.8749023217625,101.94866199137338,0
2025-02-01 00:39:00,200.3149779773906,100.45980182771068,0
2025-02-01 00:40:00,201.18154652799265,100.5989149793653,0
2025-02-01 00:41:00,200.27418924990397,97.969275002028,0
2025-02-01 00:42:00,199.81496274817883,99.79553708153416,0
2025-02-01 00:43:00,199.51823408705712,99.02461169159612,0
2025-02-01 00:44:00,197.6343648154121,100.99367057787197,0
2025-02-01 00:45:00,198.84824926656847,101.28529660048336,0
2025-02-01 00:46:00,199.26297796646435,97.51061637878044,0
2025-02-01 00:47:00,201.69139556195023,99.97355816319488,0
2025-02-01 00:48:00,200.54978926330955,101.3462338057531,0
2025-02-01 00:49:00,197.17913575141964,99.77598524522386,0
2025-02-01 00:50:00,200.5185343510317,100.87487637400284,0
2025-02-01 00:51:00,199.3838683513339,100.4213985611525,0
2025-02-01 00:52:00,198.91692479951047,100.40999227834315,0
2025-02-01 00:53:00,200.9786820621454,99.67442202631804,0
2025-02-01 00:54:00,201.64959923599352,98.54010303503716,0
2025-02-01 00:55:00,201.49004819058592,98.65416382308996,0
2025-02-01 00:56:00,198.6572519628438,100.85122301734638,0
2025-02-01 00:57:00,199.50526019863807,100.02334990662266,0
2025-02-01 00:58:00,200.5300214902457,99.83378530647131,0
2025-02-01 00:59:00,201.56087220339575,99.49133194921318,0
2025-02-01 01:00:00,199.23332121944756,99.6337733854231,0
2025-02-01 01:01:00,199.7029456373379,101.25629415338577,0
2025-02-01 01:02:00,198.2298640415904,99.59770710175836,0
2025-02-01 01:03:00,198.0860694014709,98.39072234403812,0
2025-02-01 01:04:00,201.30004131583075,100.8923821306482,0
2025-02-01 01:05:00,202.1699840457133,99.75414800336236,0
2025-02-01 01:06:00,199.88478380547147,100.03767503863934,0
2025-02-01 01:07:00,201.60565263662724,101.9290939676794,0
2025-02-01 01:08:00,200.5786176400762,99.9753273311794,0
